TID: [2024-06-20 10:58:26,574]  INFO {org.wso2.config.mapper.ConfigParser} - Initializing configurations with deployment configurations {org.wso2.config.mapper.ConfigParser}
	at org.eclipse.osgi.framework.eventmgr.ListenerQueue.dispatchEventSynchronous(ListenerQueue.java:151)
	at org.eclipse.osgi.internal.serviceregistry.ServiceRegistry.publishServiceEventPrivileged(ServiceRegistry.java:866)
	at org.eclipse.osgi.internal.serviceregistry.ServiceRegistry.publishServiceEvent(ServiceRegistry.java:804)
	at org.eclipse.osgi.internal.serviceregistry.ServiceRegistrationImpl.register(ServiceRegistrationImpl.java:130)
	at org.eclipse.osgi.internal.serviceregistry.ServiceRegistry.registerService(ServiceRegistry.java:228)
	at org.eclipse.osgi.internal.framework.BundleContextImpl.registerService(BundleContextImpl.java:525)
	at org.eclipse.osgi.internal.framework.BundleContextImpl.registerService(BundleContextImpl.java:544)
	at org.wso2.carbon.core.init.CarbonServerManager.initializeCarbon(CarbonServerManager.java:529)
	at org.wso2.carbon.core.init.CarbonServerManager.removePendingItem(CarbonServerManager.java:305)
	at org.wso2.carbon.core.init.PreAxis2ConfigItemListener.bundleChanged(PreAxis2ConfigItemListener.java:112)
	at org.eclipse.osgi.internal.framework.BundleContextImpl.dispatchEvent(BundleContextImpl.java:973)
	at org.eclipse.osgi.framework.eventmgr.EventManager.dispatchEvent(EventManager.java:234)
	at org.eclipse.osgi.framework.eventmgr.EventManager$EventThread.run(EventManager.java:345)
Caused by: org.apache.synapse.deployers.SynapseArtifactDeploymentException: Inbound Endpoint deployment from the file : /Users/pamod/Desktop/SA/Bootcamp/SA_Bootcamp_2024/setup/deployment/am/wso2am-4.3.0/repository/deployment/server/synapse-configs/default/inbound-endpoints/SecureWebhookServer.xml : Failed.
	at org.apache.synapse.deployers.AbstractSynapseArtifactDeployer.handleSynapseArtifactDeploymentError(AbstractSynapseArtifactDeployer.java:488)
	at org.apache.synapse.deployers.InboundEndpointDeployer.deploySynapseArtifact(InboundEndpointDeployer.java:78)
	at org.apache.synapse.deployers.AbstractSynapseArtifactDeployer.deploy(AbstractSynapseArtifactDeployer.java:205)
	... 50 more
Caused by: org.apache.synapse.SynapseException: Error initializing inbound endpoint SecureWebhookServer
	at org.apache.synapse.inbound.InboundEndpoint.init(InboundEndpoint.java:90)
	at org.apache.synapse.deployers.InboundEndpointDeployer.deploySynapseArtifact(InboundEndpointDeployer.java:62)
	... 51 more
Caused by: org.apache.synapse.SynapseException: Port 8021 used by inbound endpoint SecureWebhookServer is already used by another application.
	at org.wso2.carbon.inbound.endpoint.protocol.https.InboundHttpsListener.init(InboundHttpsListener.java:72)
	at org.apache.synapse.inbound.InboundEndpoint.init(InboundEndpoint.java:86)
	... 52 more

TID: [] [] [2024-06-20 11:00:08,041]  INFO {org.wso2.carbon.databridge.receiver.thrift.internal.ThriftServerStartupObserver} -  Thrift Data Receiver is disabled.
TID: [] [] [2024-06-20 11:00:08,087]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpListener} - Starting Pass-through HTTP Listener...
TID: [] [] [2024-06-20 11:00:08,091]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Pass-through HTTP Listener started on 0.0.0.0:8280
TID: [] [] [2024-06-20 11:00:08,091]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpMultiSSLListener} - Starting Pass-through HTTPS Listener...
TID: [] [] [2024-06-20 11:00:08,093]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Pass-through HTTPS Listener started on 0.0.0.0:8243
TID: [] [] [2024-06-20 11:00:08,162]  INFO {org.apache.tomcat.util.net.NioEndpoint.certificate} - Connector [https-jsse-nio-9443], TLS virtual host [_default_], certificate type [UNDEFINED] configured from keystore [/Users/pamod/Desktop/setup/deployment/am/wso2am-4.3.0/repository/resources/security/wso2carbon.jks] using alias [wso2carbon] with trust store [/Users/pamod/Desktop/setup/deployment/am/wso2am-4.3.0/repository/resources/security/client-truststore.jks]
TID: [] [] [2024-06-20 11:00:08,228]  INFO {org.wso2.carbon.ntask.core.service.impl.TaskServiceImpl} - Task service starting in STANDALONE mode...
TID: [] [] [2024-06-20 11:00:08,264]  INFO {org.wso2.carbon.registry.eventing.internal.RegistryEventingServiceComponent} - Successfully Initialized Eventing on Registry
TID: [] [] [2024-06-20 11:00:08,336]  INFO {org.wso2.carbon.core.init.JMXServerManager} - JMX Service URL  : service:jmx:rmi://localhost:11111/jndi/rmi://localhost:9999/jmxrmi
TID: [] [] [2024-06-20 11:00:08,460]  WARN {org.wso2.carbon.apimgt.impl.loader.KeyManagerConfigurationDataRetriever} - Failed retrieving Key Manager Configurations from remote endpoint. Retrying after 2 seconds...
TID: [] [] [2024-06-20 11:00:08,460]  WARN {org.wso2.carbon.apimgt.impl.correlation.CorrelationConfigManager} - Failed retrieving correlation configs. Retrying after 2 seconds...
TID: [] [] [2024-06-20 11:00:09,101] ERROR {org.wso2.carbon.apimgt.impl.utils.APIUtil} - Failed to retrieve /internal/data/v1/applications from remote endpoint: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target. Retry attempt 1 in 15 seconds.
TID: [] [] [2024-06-20 11:00:09,101] ERROR {org.wso2.carbon.apimgt.impl.utils.APIUtil} - Failed to retrieve /internal/data/v1/application-key-mappings from remote endpoint: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target. Retry attempt 1 in 15 seconds.
TID: [] [] [2024-06-20 11:00:09,101] ERROR {org.wso2.carbon.apimgt.impl.utils.APIUtil} - Failed to retrieve /internal/data/v1/subscriptions from remote endpoint: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target. Retry attempt 1 in 15 seconds.
TID: [] [] [2024-06-20 11:00:09,101] ERROR {org.wso2.carbon.apimgt.impl.utils.APIUtil} - Failed to retrieve /internal/data/v1/application-policies from remote endpoint: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target. Retry attempt 1 in 15 seconds.
TID: [] [] [2024-06-20 11:00:09,102] ERROR {org.wso2.carbon.apimgt.impl.utils.APIUtil} - Failed to retrieve /internal/data/v1/subscription-policies from remote endpoint: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target. Retry attempt 1 in 15 seconds.
TID: [] [] [2024-06-20 11:00:09,102] ERROR {org.wso2.carbon.apimgt.impl.utils.APIUtil} - Failed to retrieve /internal/data/v1/api-policies from remote endpoint: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target. Retry attempt 1 in 15 seconds.
TID: [] [] [2024-06-20 11:00:09,102] ERROR {org.wso2.carbon.apimgt.impl.utils.APIUtil} - Failed to retrieve /internal/data/v1/apis from remote endpoint: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target. Retry attempt 1 in 15 seconds.
TID: [] [] [2024-06-20 11:00:10,472]  WARN {org.wso2.carbon.apimgt.impl.correlation.CorrelationConfigManager} - Failed retrieving correlation configs. Retrying after 4 seconds...
TID: [] [] [2024-06-20 11:00:10,473]  WARN {org.wso2.carbon.apimgt.impl.loader.KeyManagerConfigurationDataRetriever} - Failed retrieving Key Manager Configurations from remote endpoint. Retrying after 4 seconds...
TID: [] [] [2024-06-20 11:00:12,898]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Shutdown hook triggered....
TID: [] [] [2024-06-20 11:00:12,898]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Gracefully shutting down WSO2 API Manager...
TID: [] [] [2024-06-20 11:00:12,901]  INFO {org.wso2.carbon.core.ServerManagement} - Starting to switch to maintenance mode...
TID: [] [] [2024-06-20 11:00:12,901]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpListener} - Stopping Pass-through HTTP Listener..
TID: [] [] [2024-06-20 11:00:12,901]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Pausing  IO Reactor bind for port 8280
TID: [] [] [2024-06-20 11:00:12,901]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpMultiSSLListener} - Stopping Pass-through HTTPS Listener..
TID: [] [] [2024-06-20 11:00:12,901]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Pausing  IO Reactor bind for port 8243
TID: [] [] [2024-06-20 11:00:12,903]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Shutting down IO Reactor bind for port 8280
TID: [] [] [2024-06-20 11:00:12,903]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Shutting down IO Reactor bind for port 8243
TID: [] [] [2024-06-20 11:00:12,905]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - HTTP-Listener I/O dispatcher Listener shutdown.
TID: [] [] [2024-06-20 11:00:12,905]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - HTTPS-Listener I/O dispatcher Listener shutdown.
TID: [] [] [2024-06-20 11:00:12,906]  INFO {org.wso2.carbon.core.ServerManagement} - Stopped all transport listeners
TID: [] [] [2024-06-20 11:00:12,906]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpListener} - Destroying PassThroughHttpListener
TID: [] [] [2024-06-20 11:00:12,906]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpMultiSSLListener} - Destroying PassThroughHttpListener
TID: [] [] [2024-06-20 11:00:12,906]  INFO {org.wso2.carbon.core.ServerManagement} - Waiting for request service completion...
TID: [] [] [2024-06-20 11:00:12,908]  INFO {org.wso2.carbon.core.ServerManagement} - All requests have been served.
TID: [] [] [2024-06-20 11:00:12,909]  INFO {org.wso2.carbon.core.ServerManagement} - Waiting for deployment completion...
TID: [] [] [2024-06-20 11:00:13,015]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/authenticationendpoint]
TID: [] [] [2024-06-20 11:00:13,021]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/devportal]
TID: [] [] [2024-06-20 11:00:13,030]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/accountrecoveryendpoint]
TID: [] [] [2024-06-20 11:00:13,041]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/publisher]
TID: [] [] [2024-06-20 11:00:13,050]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/admin]
TID: [] [] [2024-06-20 11:00:13,070]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/publisher]
TID: [] [] [2024-06-20 11:00:13,081]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/oauth2/dcr/v1.1]
TID: [] [] [2024-06-20 11:00:13,093]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/oauth2]
TID: [] [] [2024-06-20 11:00:13,104]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/keymanager-operations]
TID: [] [] [2024-06-20 11:00:13,112]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/service-catalog/v1]
TID: [] [] [2024-06-20 11:00:13,124]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/consent-mgt/v1.0]
TID: [] [] [2024-06-20 11:00:13,128]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/am/sample/calculator/v1]
TID: [] [] [2024-06-20 11:00:13,137]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/devportal]
TID: [] [] [2024-06-20 11:00:13,146]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/gateway/v2]
TID: [] [] [2024-06-20 11:00:13,150]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/am/sample/pizzashack/v1]
TID: [] [] [2024-06-20 11:00:13,159]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/oauth2/v1.0]
TID: [] [] [2024-06-20 11:00:13,168]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/admin]
TID: [] [] [2024-06-20 11:00:13,181]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/recovery/v0.9]
TID: [] [] [2024-06-20 11:00:13,190]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/client-registration/v0.17]
TID: [] [] [2024-06-20 11:00:13,201]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/devops/v0]
TID: [] [] [2024-06-20 11:00:13,208]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/auth/v1.1]
TID: [] [] [2024-06-20 11:00:13,214]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/internal/data/v1]
TID: [] [] [2024-06-20 11:00:13,223]  INFO {org.wso2.carbon.webapp.mgt.WebApplication} - Unloaded webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/user/v1.0]
TID: [] [] [2024-06-20 11:00:13,223]  INFO {org.wso2.carbon.core.ServerManagement} - All deployment tasks have been completed.
TID: [] [] [2024-06-20 11:00:13,223]  INFO {org.wso2.carbon.core.ServerManagement} - Waiting for server task completion...
TID: [] [] [2024-06-20 11:00:13,230]  INFO {org.wso2.carbon.registry.core.internal.RegistryCoreServiceComponent} - Writing logs 
TID: [] [] [2024-06-20 11:00:13,231]  INFO {org.wso2.carbon.core.ServerManagement} - All server tasks have been completed.
TID: [] [] [2024-06-20 11:00:13,231]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Shutting down WSO2 API Manager...
TID: [] [] [2024-06-20 11:00:13,231]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [] [] [2024-06-20 11:00:13,231]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [] [] [2024-06-20 11:00:13,231]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [] [] [2024-06-20 11:00:13,231]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [] [] [2024-06-20 11:00:13,231]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [] [] [2024-06-20 11:00:13,231]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [] [] [2024-06-20 11:00:13,231]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [] [] [2024-06-20 11:00:13,231]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [] [] [2024-06-20 11:00:13,251]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Shutting down OSGi framework...
TID: [-1234] [] [2024-06-20 11:00:13,252]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Shutdown complete 
TID: [-1234] [] [2024-06-20 11:00:13,252]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Halting JVM 
TID: [2024-06-20 11:01:19,691]  INFO {org.wso2.config.mapper.ConfigParser} - Configurations Changed in :repository/resources/security/sslprofiles.xml {org.wso2.config.mapper.ConfigParser}
TID: [2024-06-20 11:01:19,691]  INFO {org.wso2.config.mapper.ConfigParser} - Configurations Changed in :repository/resources/security/listenerprofiles.xml {org.wso2.config.mapper.ConfigParser}
TID: [2024-06-20 11:01:19,691]  INFO {org.wso2.config.mapper.ConfigParser} - Configurations Changed in :repository/conf/deployment.toml {org.wso2.config.mapper.ConfigParser}
TID: [2024-06-20 11:01:19,691]  INFO {org.wso2.config.mapper.ConfigParser} - Overriding files in configuration directory /Users/pamod/Desktop/setup/deployment/am/wso2am-4.3.0 {org.wso2.config.mapper.ConfigParser}
TID: [] [] [2024-06-20 11:01:23,183]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Starting WSO2 Carbon...
TID: [] [] [2024-06-20 11:01:23,183]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Operating System : Mac OS X 13.5, aarch64
TID: [] [] [2024-06-20 11:01:23,183]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Java Home        : /Library/Java/JavaVirtualMachines/temurin-11.jdk/Contents/Home
TID: [] [] [2024-06-20 11:01:23,183]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Java Version     : 11.0.18
TID: [] [] [2024-06-20 11:01:23,183]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Java VM          : OpenJDK 64-Bit Server VM 11.0.18+10,Eclipse Adoptium
TID: [] [] [2024-06-20 11:01:23,183]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Carbon Home      : /Users/pamod/Desktop/setup/deployment/am/wso2am-4.3.0
TID: [] [] [2024-06-20 11:01:23,183]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Java Temp Dir    : /Users/pamod/Desktop/setup/deployment/am/wso2am-4.3.0/tmp
TID: [] [] [2024-06-20 11:01:23,183]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - User             : pamod, en-LK, Asia/Colombo
TID: [] [] [2024-06-20 11:01:23,377]  INFO {org.wso2.carbon.crypto.provider.internal.DefaultCryptoProviderComponent} - 'CryptoService.Secret' property has not been set. 'org.wso2.carbon.crypto.provider.SymmetricKeyInternalCryptoProvider' won't be registered as an internal crypto provider. Please set the secret if the provider needs to be registered.
TID: [] [] [2024-06-20 11:01:23,552]  INFO {org.wso2.carbon.event.output.adapter.kafka.internal.ds.KafkaEventAdapterServiceDS} - Successfully deployed the Kafka output event adaptor service
TID: [] [] [2024-06-20 11:01:24,645]  INFO {org.wso2.carbon.apimgt.eventing.hub.internal.ServiceComponent} - Eventing Hub ServiceComponent is activated
TID: [] [] [2024-06-20 11:01:24,954]  WARN {org.apache.tomcat.util.digester.Digester} - Match [Server/Service/Engine/Host/Valve] failed to set property [maxDays] to []
TID: [] [] [2024-06-20 11:01:25,366]  INFO {org.wso2.carbon.consent.mgt.core.internal.ConsentManagerComponent} - ConsentManagerComponent is activated.
TID: [] [] [2024-06-20 11:01:25,449]  INFO {org.wso2.carbon.databridge.receiver.binary.internal.BinaryDataReceiverServiceComponent} - Binary Data Receiver server activated
TID: [] [] [2024-06-20 11:01:25,458]  INFO {org.wso2.carbon.databridge.core.internal.DataBridgeDS} - Successfully deployed Agent Server 
TID: [] [] [2024-06-20 11:01:25,747]  INFO {org.wso2.carbon.registry.core.jdbc.EmbeddedRegistryService} - Configured Registry in 44ms
TID: [] [] [2024-06-20 11:01:25,756]  INFO {org.wso2.carbon.registry.core.jdbc.EmbeddedRegistryService} - Connected to mount at configregistry in 2ms
TID: [] [] [2024-06-20 11:01:25,756]  INFO {org.wso2.carbon.registry.core.jdbc.EmbeddedRegistryService} - Connected to mount at govregistry in 2ms
TID: [] [] [2024-06-20 11:01:25,787]  INFO {org.wso2.carbon.registry.core.jdbc.EmbeddedRegistryService} - Connected to mount at configregistry in 0ms
TID: [] [] [2024-06-20 11:01:25,787]  INFO {org.wso2.carbon.registry.core.jdbc.EmbeddedRegistryService} - Connected to mount at govregistry in 0ms
TID: [] [] [2024-06-20 11:01:25,790]  INFO {org.wso2.carbon.registry.core.internal.RegistryCoreServiceComponent} - Registry Mode    : READ-WRITE
TID: [] [] [2024-06-20 11:01:25,899]  INFO {org.wso2.carbon.metrics.impl.util.JmxReporterBuilder} - Creating JMX reporter for Metrics with domain 'org.wso2.carbon.metrics'
TID: [] [] [2024-06-20 11:01:25,901]  INFO {org.wso2.carbon.metrics.impl.reporter.AbstractReporter} - Started JMX reporter for Metrics
TID: [] [] [2024-06-20 11:01:27,538]  INFO {org.wso2.carbon.registry.indexing.solr.SolrClient} - Default Embedded Solr Server Initialized
TID: [] [] [2024-06-20 11:01:27,615]  INFO {org.wso2.carbon.user.core.internal.UserStoreMgtDSComponent} - Carbon UserStoreMgtDSComponent activated successfully.
TID: [] [] [2024-06-20 11:01:28,355]  INFO {org.wso2.carbon.identity.user.store.configuration.deployer.UserStoreConfigurationDeployer} - User Store Configuration Deployer initiated.
TID: [] [] [2024-06-20 11:01:28,355]  INFO {org.wso2.carbon.identity.user.store.configuration.deployer.UserStoreConfigurationDeployer} - User Store Configuration Deployer initiated.
TID: [] [] [2024-06-20 11:01:28,404]  INFO {org.wso2.carbon.websocket.transport.WebsocketTransportSender} - WSS Sender started
TID: [] [] [2024-06-20 11:01:28,406]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpSender} - Initializing Pass-through HTTP/S Sender...
TID: [] [] [2024-06-20 11:01:28,431]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpSender} - Pass-through HTTP Sender started...
TID: [] [] [2024-06-20 11:01:28,431]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpSSLSender} - Initializing Pass-through HTTP/S Sender...
TID: [] [] [2024-06-20 11:01:28,436]  INFO {org.apache.synapse.transport.nhttp.config.ClientConnFactoryBuilder} - customSSLProfiles configuration is loaded from path: /Users/pamod/Desktop/SA/Bootcamp/SA_Bootcamp_2024/setup/deployment/am/wso2am-4.3.0/repository/resources/security/sslprofiles.xml
TID: [] [] [2024-06-20 11:01:28,436]  INFO {org.apache.synapse.transport.nhttp.config.ClientConnFactoryBuilder} - HTTPS Loading custom SSL profiles for the HTTPS sender
TID: [] [] [2024-06-20 11:01:28,438]  INFO {org.apache.synapse.transport.nhttp.config.ClientConnFactoryBuilder} - HTTPS Custom SSL profiles initialized for 1 servers
TID: [] [] [2024-06-20 11:01:28,439]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpSSLSender} - Pass-through HTTPS Sender started...
TID: [] [] [2024-06-20 11:01:28,440]  INFO {org.wso2.carbon.websocket.transport.WebsocketTransportSender} - WS Sender started
TID: [] [] [2024-06-20 11:01:28,448]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpListener} - Initializing Pass-through HTTP/S Listener...
TID: [] [] [2024-06-20 11:01:28,459]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpMultiSSLListener} - Initializing Pass-through HTTP/S Listener...
TID: [] [] [2024-06-20 11:01:28,464]  INFO {org.apache.synapse.transport.nhttp.config.ServerConnFactoryBuilder} - SSLProfile configuration is loaded from path: /Users/pamod/Desktop/SA/Bootcamp/SA_Bootcamp_2024/setup/deployment/am/wso2am-4.3.0/repository/resources/security/listenerprofiles.xml
TID: [] [] [2024-06-20 11:01:28,581]  INFO {org.wso2.carbon.core.deployment.DeploymentInterceptor} - Deploying Axis2 service: AdminAdvisoryManagementService {super-tenant}
TID: [] [] [2024-06-20 11:01:28,924]  INFO {org.wso2.carbon.core.deployment.DeploymentInterceptor} - Deploying Axis2 service: I18nEmailMgtConfigService {super-tenant}
TID: [] [] [2024-06-20 11:01:29,619]  INFO {org.wso2.carbon.core.deployment.DeploymentInterceptor} - Deploying Axis2 service: AccountCredentialMgtConfigService {super-tenant}
TID: [] [] [2024-06-20 11:01:29,619]  INFO {org.wso2.carbon.core.deployment.DeploymentInterceptor} - Deploying Axis2 service: UserIdentityManagementAdminService {super-tenant}
TID: [] [] [2024-06-20 11:01:29,620]  INFO {org.wso2.carbon.core.deployment.DeploymentInterceptor} - Deploying Axis2 service: UserInformationRecoveryService {super-tenant}
TID: [] [] [2024-06-20 11:01:29,939]  WARN {org.apache.axis2.description.java2wsdl.DefaultSchemaGenerator} - We don't support method overloading. Ignoring [addRemoteServerConfig]
TID: [] [] [2024-06-20 11:01:29,939]  WARN {org.apache.axis2.description.java2wsdl.DefaultSchemaGenerator} - We don't support method overloading. Ignoring [resetRemoteServerConfig]
TID: [] [] [2024-06-20 11:01:30,732]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Repository       : /Users/pamod/Desktop/setup/deployment/am/wso2am-4.3.0/repository/deployment/server/
TID: [] [] [2024-06-20 11:01:30,735]  INFO {org.wso2.carbon.event.input.adapter.kafka.internal.ds.KafkaEventAdapterServiceHolder} - Kafka input event adaptor waiting for dependent configurations to load
TID: [] [] [2024-06-20 11:01:30,743]  INFO {org.wso2.carbon.andes.core.internal.ds.QueueManagerServiceDS} - Successfully created the queue manager service
TID: [] [] [2024-06-20 11:01:30,745]  INFO {org.wso2.carbon.andes.core.internal.ds.SubscriptionManagerServiceDS} - Successfully created the subscription manager service
TID: [] [] [2024-06-20 11:01:30,783]  INFO {org.wso2.carbon.apimgt.persistence.internal.PersistenceManagerComponent} - Activating PersistenceManagerComponent 
TID: [] [] [2024-06-20 11:01:30,800]  INFO {org.wso2.carbon.core.multitenancy.eager.TenantLoadingConfig} - Using tenant lazy loading policy...
TID: [] [] [2024-06-20 11:01:30,807]  INFO {org.wso2.carbon.core.internal.permission.update.PermissionUpdater} - Permission cache updated for tenant -1234
TID: [] [] [2024-06-20 11:01:31,233]  INFO {org.wso2.carbon.identity.entitlement.internal.SchemaBuilder} - XACML policy schema loaded successfully.
TID: [] [] [2024-06-20 11:01:31,244]  INFO {org.wso2.carbon.user.core.internal.UserStoreMgtDSComponent} - Claim manager set for class org.wso2.carbon.user.core.common.DefaultRealm
TID: [] [] [2024-06-20 11:01:31,246]  INFO {org.wso2.carbon.user.core.internal.UserStoreMgtDSComponent} - Claim manager set for class org.wso2.carbon.user.core.jdbc.UniqueIDJDBCUserStoreManager
TID: [] [] [2024-06-20 11:01:31,278]  WARN {org.wso2.carbon.identity.application.mgt.internal.ApplicationManagementServiceComponent} - Templates directory not found at /Users/pamod/Desktop/setup/deployment/am/wso2am-4.3.0/repository/resources/identity/authntemplates
TID: [] [] [2024-06-20 11:01:31,448]  WARN {org.wso2.carbon.identity.auth.valve.internal.AuthenticationValveServiceComponent} - File invalid_tenant_domain_response.html not found. The default content will be used as the error page content.
TID: [] [] [2024-06-20 11:01:31,470]  WARN {org.wso2.carbon.identity.auth.service.internal.AuthenticationServiceComponent} - 

##################################  ALERT  ##################################
[WARNING]: Internal authentication is utilizing default credentials,
which may expose the environment to potential security risks.
If this is a production environment, change the credentials immediately.
Please refer to the WSO2 security advisory: https://security.docs.wso2.com/en/latest/security-announcements/security-advisories/2023/WSO2-2023-2617/
#############################################################################
